full_name,brand_name,year,seller_type,owner_type,fuel_type,transmission_type,original_price,SP,mileage_cars(kmpl),engine_cc,maxx_power,Kmeter_driven,seat
Mahindra Scorpio 2009-2014 VLX 2WD 7S BSIV,Mahindra,2010,Dealer,First Owner,Diesel,Manual,19.71,3,12.05,2179,120,67900,7
Mahindra Scorpio 1.99 S10,Mahindra,2015,Dealer,First Owner,Diesel,Manual,19.92,10.51,15.4,1997,120,40000,7
Renault KWID Climber 1.0 AMT,Renault,2018,Individual,First Owner,Petrol,Automatic,6.29,3.7,24.04,999,67,25000,5
Maruti Wagon R LXI,Maruti,2006,Individual,First Owner,Petrol,Manual,6.88,2,18.9,998,67.1,70000,5
Mahindra Scorpio S7 140 BSIV,Mahindra,2018,Dealer,First Owner,Diesel,Manual,19.92,12.9,16.36,2179,140,39000,7
Hyundai Verna 1.6 CRDI,Hyundai,2012,Dealer,First Owner,Diesel,Manual,18.29,4.2,22.32,1582,126.3,61000,5
Maruti Swift LXI Optional-O,Maruti,2017,Trustmark Dealer,First Owner,Petrol,Manual,8.98,5,20.4,1197,83.11,5743,5
Datsun GO Plus T Option BSIV,Datsun,2017,Individual,First Owner,Petrol,Manual,7.95,5,19.44,1198,67,15000,7
Mahindra XUV500 W6 2WD,Mahindra,2015,Individual,First Owner,Diesel,Manual,23.44,6.5,15.1,2179,140,100000,7
BMW Z4 M40i,BMW,2020,Dealer,First Owner,Petrol,Automatic,94.14,82.5,11.29,2998,335,2000,2
Maruti Wagon R VXI Opt 1.2,Maruti,2020,Individual,First Owner,Petrol,Manual,6.94,5,20.52,1197,81.8,10000,5
Maruti Wagon R VXI with ABS,Maruti,2014,Individual,First Owner,Petrol,Manual,7.12,3.25,20.51,998,67.06,30000,5
Honda City i VTEC S,Honda,2014,Dealer,First Owner,Petrol,Manual,16.8,4.35,17.8,1497,117.3,63000,5
Land Rover Discovery HSE Luxury 3.0 Si6,Land Rover,2018,Individual,First Owner,Petrol,Automatic,100,62,9.17,2995,335.25,25000,7
Honda City i VTEC V,Honda,2017,Dealer,First Owner,Petrol,Manual,16.8,7.55,17.8,1497,117.3,32226,5
Renault KWID AMT RXL,Renault,2018,Individual,First Owner,Petrol,Automatic,6.43,3.1,24.04,999,67,15000,5
BMW 6 Series GT 630i Luxury Line,BMW,2018,Individual,First Owner,Petrol,Automatic,78.37,55,14.28,1998,254.7,30000,4
Maruti Wagon R VXI 1.2,Maruti,2019,Individual,First Owner,Petrol,Manual,7.25,5,20.52,1197,81.8,30000,5
Mahindra Scorpio S10 AT 2WD,Mahindra,2016,Individual,First Owner,Diesel,Automatic,20.09,14.5,15.4,2179,120,35000,7
Mahindra Scorpio VLX 4WD BSIV,Mahindra,2013,Individual,First Owner,Diesel,Manual,19.19,5.3,12.05,2179,120,140000,8
Ford Ecosport 1.5 DV5 MT Titanium,Ford,2014,Trustmark Dealer,First Owner,Diesel,Manual,13.79,5.75,22.7,1498,89.84,65597,5
Hyundai i20 2015-2017 Sportz 1.2,Hyundai,2017,Individual,First Owner,Petrol,Manual,13.46,5.5,18.6,1197,81.83,35000,5
Maruti Baleno Delta,Maruti,2020,Individual,First Owner,Petrol,Manual,10.54,6.43,21.01,1197,81.8,7124,5
Ford Ecosport 2015-2021 S Petrol BSIV,Ford,2019,Individual,First Owner,Petrol,Manual,13.02,10,18.1,999,123.24,15000,5
Hyundai Grand i10 Asta,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.09,5.5,18.9,1197,82,34000,5
Tata Tigor 1.2 Revotron XT,Tata,2018,Individual,First Owner,Petrol,Manual,8.71,4.7,20.3,1199,84,40000,5
Honda City i DTec V,Honda,2014,Dealer,First Owner,Diesel,Manual,16.49,5.25,26,1498,98.6,77000,5
Datsun GO Plus T Option BSIV,Datsun,2017,Individual,First Owner,Petrol,Manual,7.95,4.69,19.44,1198,67,15000,7
Maruti Alto 800 LXI,Maruti,2013,Individual,First Owner,Petrol,Manual,4.73,2,22.74,796,47.3,120000,5
Renault KWID 1.0 RXT Optional,Renault,2019,Individual,First Owner,Petrol,Manual,5.88,4,23.01,999,67,2500,5
Maruti Celerio ZXI,Maruti,2016,Individual,First Owner,Petrol,Manual,6.25,3.4,23.1,998,67.04,46500,5
Mercedes-Benz C-Class C 250 CDI Elegance,Mercedes-Benz,2011,Dealer,First Owner,Diesel,Automatic,64.08,7.75,14.94,2143,204,45000,5
Honda City i VTEC CVT SV,Honda,2015,Dealer,First Owner,Petrol,Automatic,16.8,6.7,18,1497,117.3,28000,5
Mahindra XUV500 W6 2WD,Mahindra,2018,Individual,First Owner,Diesel,Manual,23.44,10.5,16,2179,140,50000,7
BMW X5 xDrive 30d xLine,BMW,2019,Individual,First Owner,Diesel,Automatic,95.29,79,13.38,2993,265,19000,5
Honda City 1.5 S MT,Honda,2011,Dealer,First Owner,Petrol,Manual,16.8,3.6,17,1497,118,55000,5
Ford Figo 1.5D Ambiente ABS MT,Ford,2017,Individual,First Owner,Diesel,Manual,9.12,4,25.83,1498,99,53000,5
Hyundai Verna 1.6 SX,Hyundai,2014,Dealer,First Owner,Diesel,Manual,17.18,4.7,22.32,1582,126.32,89000,5
Maruti Alto 800 LXI,Maruti,2018,Individual,First Owner,Petrol,Manual,4.57,3.04,24.7,796,47.3,22000,5
Honda City i DTEC S,Honda,2014,Dealer,First Owner,Diesel,Manual,17,4.9,26,1498,98.6,69000,5
Mahindra Scorpio 1.99 S6 Plus,Mahindra,2016,Individual,First Owner,Diesel,Manual,19.92,8.64,15.4,1997,120,155000,7
Mahindra XUV500 W6 2WD,Mahindra,2013,Dealer,First Owner,Diesel,Manual,23.28,4.8,16,2179,140,85000,7
Maruti Wagon R VXI AMT Opt 1.2,Maruti,2019,Dealer,First Owner,Petrol,Automatic,7.01,5.75,20.52,1197,81.8,3600,5
Maruti Baleno Delta Automatic,Maruti,2019,Individual,First Owner,Petrol,Automatic,10.54,6.86,21.4,1197,83.1,5000,5
MG Hector Smart Diesel MT BSIV,MG,2019,Dealer,First Owner,Diesel,Manual,21.75,16.99,17.41,1956,167.68,28000,5
Maruti Baleno Zeta Automatic,Maruti,2018,Individual,First Owner,Petrol,Automatic,10.54,6.8,21.4,1197,83.1,10000,5
Toyota Fortuner 3.0 Diesel,Toyota,2010,Individual,First Owner,Diesel,Manual,46.24,12,11.5,2982,171,200000,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium Plus BSIV,Ford,2019,Dealer,First Owner,Petrol,Manual,13.13,9.55,17,1497,121.36,22346,5
Hyundai i20 1.4 CRDi Magna,Hyundai,2012,Individual,First Owner,Diesel,Manual,11.28,3.5,21.9,1396,90,120000,5
Maruti Vitara Brezza LXI,Maruti,2020,Dealer,First Owner,Petrol,Manual,13.16,8,17.03,1462,103.26,1000,5
Mahindra XUV500 W6 2WD,Mahindra,2015,Individual,First Owner,Diesel,Manual,23.44,8.25,16,2179,140,170000,7
Mahindra Marazzo M8 8Str,Mahindra,2019,Individual,First Owner,Diesel,Manual,16.02,14.76,17.3,1497,121,60000,8
Honda Jazz V CVT,Honda,2018,Dealer,First Owner,Petrol,Automatic,11.02,6.7,18.2,1199,88.7,40000,5
Hyundai Grand i10 1.2 Kappa Asta,Hyundai,2017,Individual,First Owner,Petrol,Manual,6.57,4.9,18.9,1197,81.86,35000,5
Toyota Innova Crysta 2016-2020 2.4 GX MT 8S BSIV,Toyota,2019,Individual,First Owner,Diesel,Manual,29.11,15,13.68,2393,147.8,35000,8
Ford Figo Diesel LXI,Ford,2012,Dealer,First Owner,Diesel,Manual,9.46,1.9,20,1399,68.05,74000,5
Maruti Swift AMT VXI,Maruti,2019,Dealer,First Owner,Petrol,Automatic,8.98,6.5,21.21,1197,81.8,8000,5
Maruti Swift 1.2 DLX (Only Delhi),Maruti,2017,Individual,First Owner,Petrol,Manual,8.98,4.55,20.4,1197,81.8,34000,5
Maruti Swift VXI BSIV,Maruti,2014,Dealer,First Owner,Petrol,Manual,8.98,3.65,22,1197,81.8,54000,5
Maruti Swift Dzire ZXI,Maruti,2014,Dealer,First Owner,Petrol,Manual,9.95,4.7,19.1,1197,85.8,11275,5
Toyota Fortuner 2016-2021 2.8 2WD AT,Toyota,2018,Dealer,First Owner,Diesel,Automatic,46.24,29.5,12.9,2755,174.5,35000,7
Honda Civic 1.8 V AT,Honda,2019,Dealer,First Owner,Petrol,Automatic,24.63,15.19,13.9,1799,130.2,23000,5
Honda Amaze S i-Dtech,Honda,2013,Dealer,First Owner,Diesel,Manual,11.37,3.25,25.8,1498,98.6,73000,5
Hyundai Grand i10 Nios AMT Sportz,Hyundai,2020,Individual,First Owner,Petrol,Automatic,8.76,6,20.7,1197,81.86,10000,5
Honda Amaze S i-Dtech,Honda,2013,Individual,First Owner,Diesel,Manual,11.09,3,25.8,1498,98.6,208000,5
Hyundai i10 Sportz 1.2,Hyundai,2010,Individual,First Owner,Petrol,Manual,7.35,3,20.36,1197,78.9,30000,5
Maruti Wagon R LXI CNG,Maruti,2016,Dealer,First Owner,CNG,Manual,6.06,3.45,26.6,998,58.16,83000,5
Mahindra Scorpio S3 9 Seater BSIV,Mahindra,2018,Individual,First Owner,Diesel,Manual,19.92,9,15.4,2523,75,60000,7
Mahindra XUV500 W10 1.99 mHawk,Mahindra,2016,Dealer,First Owner,Diesel,Manual,22.67,10.25,16,1997,140,83000,7
Isuzu D-Max V-Cross 4X4,Isuzu,2017,Dealer,First Owner,Diesel,Manual,23.79,14.5,12.4,2499,134,58132,5
Maruti Swift LXI Option,Maruti,2015,Individual,First Owner,Petrol,Manual,8.9,4,20.4,1197,81.8,34000,5
Honda Amaze S i-Dtech,Honda,2014,Dealer,First Owner,Diesel,Manual,11.26,3.67,25.8,1498,98.6,45120,5
Hyundai Grand i10 1.2 Kappa Magna AT,Hyundai,2019,Individual,First Owner,Petrol,Automatic,7.48,5.35,18.9,1197,81.86,15000,5
Maruti Ertiga VXI Petrol,Maruti,2019,Individual,First Owner,Petrol,Manual,11.98,8.05,19.34,1462,103,15000,7
MG Hector Hybrid Super MT BSIV,MG,2020,Dealer,First Owner,Petrol,Manual,20.73,14.88,15.81,1451,141,1000,5
Mercedes-Benz E-Class E250 CDI Elegance,Mercedes-Benz,2011,Dealer,First Owner,Diesel,Automatic,94.01,7,14.21,2143,203,98000,5
Honda City i VTEC VX,Honda,2016,Dealer,First Owner,Petrol,Manual,16.71,7,17.8,1497,117.3,55670,5
Hyundai Verna CRDi,Hyundai,2006,Individual,First Owner,Diesel,Manual,18.09,1.55,16.8,1493,110,148000,5
Maruti Ertiga VXI,Maruti,2019,Dealer,First Owner,Petrol,Manual,12.06,8,19.01,1462,103.26,18000,7
BMW 3 Series 320d,BMW,2011,Dealer,First Owner,Diesel,Automatic,56.01,7.5,22.69,1995,190,52420,5
Hyundai Grand i10 Magna,Hyundai,2015,Individual,First Owner,Petrol,Manual,7.52,3.5,18.9,1197,82,10000,5
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,Toyota,2016,Individual,First Owner,Diesel,Manual,27.89,13.8,13.68,2393,147.8,40000,8
Mahindra Scorpio S10 7 Seater,Mahindra,2015,Individual,First Owner,Diesel,Manual,18.53,10,15.4,2179,120,50000,7
Maruti Ertiga BSIV VXI,Maruti,2018,Individual,First Owner,Petrol,Manual,11.66,7,17.5,1373,91.1,50000,7
Maruti Swift Dzire LXi,Maruti,2009,Individual,First Owner,Petrol,Manual,9.86,2.3,17.5,1298,85.8,76963,5
Maruti Alto 800 CNG LXI,Maruti,2016,Dealer,First Owner,CNG,Manual,4.94,3.5,30.46,796,47.3,45000,5
Renault KWID RXL,Renault,2018,Dealer,First Owner,Petrol,Manual,5.78,3.25,25.17,799,53.3,10103,5
BMW X1 sDrive20d,BMW,2014,Dealer,First Owner,Diesel,Automatic,51.48,16.75,17.05,1995,184,24000,5
Mahindra XUV500 W8 2WD,Mahindra,2014,Dealer,First Owner,Diesel,Manual,23.44,8,15.1,2179,140,47240,7
Maruti Celerio LXI Optional MT BSIV,Maruti,2019,Individual,First Owner,Petrol,Manual,6.54,4,23.1,998,67.04,30000,5
Toyota Innova Crysta 2016-2020 2.4 VX MT,Toyota,2018,Dealer,First Owner,Diesel,Manual,29.9,17.5,13.68,2393,147.51,58000,7
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,Dealer,First Owner,Diesel,Manual,12.67,5.35,22.54,1396,88.73,35213,5
Hyundai Grand i10 Magna,Hyundai,2015,Individual,First Owner,Petrol,Manual,7.52,3.56,18.9,1197,82,35000,5
Maruti Eeco CNG 5 Seater AC BSIV,Maruti,2018,Dealer,First Owner,CNG,Manual,5.74,3.6,21.94,1196,61.7,34500,5
Hyundai Grand i10 Magna,Hyundai,2016,Individual,First Owner,Petrol,Manual,7.16,3.9,18.9,1197,82,30000,5
Toyota Fortuner 4x2 AT TRD Sportivo,Toyota,2012,Dealer,First Owner,Diesel,Automatic,46.24,12.45,12.55,2982,168.7,51000,7
Mahindra XUV500 AT W10 AWD,Mahindra,2017,Individual,First Owner,Diesel,Automatic,22.67,11.5,16,2179,140,60000,7
Maruti Wagon R LXI BS IV,Maruti,2011,Dealer,First Owner,Petrol,Manual,6.79,1.8,18.9,998,67.1,83000,5
Skoda Rapid 1.6 MPI Elegance,Skoda,2014,Dealer,First Owner,Petrol,Manual,15.33,4.25,15,1598,103.52,70000,5
Ford Freestyle Trend Petrol BSIV,Ford,2019,Individual,First Owner,Petrol,Manual,8.85,6.5,19,1194,94.68,50000,5
Honda City 1.5 S MT,Honda,2009,Dealer,First Owner,Petrol,Manual,16.8,2.75,17,1497,118,51000,5
Skoda Superb 1.8 TFSI MT,Skoda,2010,Individual,First Owner,Petrol,Manual,38.27,2.35,13.14,1798,157.8,100000,5
Mercedes-Benz C-Class 220 CDI AT,Mercedes-Benz,2011,Individual,First Owner,Diesel,Automatic,65.17,7,14.84,2143,170,160000,5
Maruti Swift VXI,Maruti,2013,Individual,First Owner,Petrol,Manual,9.3,3.5,18.6,1197,85.8,70000,5
Hyundai i20 2015-2017 Magna 1.2,Hyundai,2016,Individual,First Owner,Petrol,Manual,11.81,4.8,18.6,1197,81.83,50000,5
Maruti Swift Dzire AMT VXI,Maruti,2017,Dealer,First Owner,Petrol,Automatic,9.95,6.9,21.21,1197,81.8,30000,5
Hyundai Verna VTVT 1.6 SX,Hyundai,2019,Individual,First Owner,Petrol,Manual,16.19,10.3,17,1591,121.3,15000,5
Maruti Wagon R LX,Maruti,2005,Individual,First Owner,Petrol,Manual,7.07,1.1,18.9,998,67.1,33650,5
Hyundai i20 Magna 1.2,Hyundai,2015,Individual,First Owner,Petrol,Manual,12.89,4.7,18.6,1197,81.83,35000,5
Maruti Swift LXI Option,Maruti,2015,Individual,First Owner,Petrol,Manual,8.98,3.7,20.4,1197,81.8,30000,5
Maruti Celerio ZXI AMT BSIV,Maruti,2018,Individual,First Owner,Petrol,Automatic,6.48,4.5,23.1,998,67.04,100000,5
Maruti Wagon R LXI CNG,Maruti,2016,Dealer,First Owner,CNG,Manual,6.04,2.75,26.2,998,58.2,58000,5
Maruti Swift Dzire AMT VXI,Maruti,2019,Individual,First Owner,Petrol,Automatic,10.4,7.31,21.21,1197,81.8,4000,5
Maruti Wagon R VXI,Maruti,2016,Individual,First Owner,Petrol,Manual,7.13,3.8,20.51,998,67.04,60000,5
Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,Tata,2018,Individual,First Owner,Diesel,Manual,15.25,9,21.5,1497,108.5,60000,5
Honda Amaze S i-Vtech,Honda,2016,Dealer,First Owner,Petrol,Manual,9.9,5,18,1198,86.7,34000,5
Datsun GO A,Datsun,2017,Individual,First Owner,Petrol,Manual,7.44,3.3,20.63,1198,67.06,42000,5
Tata Hexa XT,Tata,2018,Individual,First Owner,Diesel,Manual,14.1,14,17.6,2179,153.86,60000,7
Hyundai Verna 1.6 CRDi EX MT,Hyundai,2013,Individual,First Owner,Diesel,Manual,18.09,5.4,22.32,1582,126.3,80000,5
Mahindra Bolero SLX,Mahindra,2008,Individual,First Owner,Diesel,Manual,10.47,3.75,13.6,2523,63,120000,7
Toyota Fortuner 2016-2021 2.7 2WD AT,Toyota,2016,Dealer,First Owner,Petrol,Automatic,37.76,26,10.26,2694,163.7,50000,7
Ford Ecosport 2015-2021 1.5 Petrol Titanium AT,Ford,2016,Dealer,First Owner,Petrol,Automatic,12.92,7.25,14.7,1496,120.69,35200,5
Hyundai i20 Petrol Spotz,Hyundai,2020,Trustmark Dealer,First Owner,Petrol,Manual,13.41,7.65,18.6,1197,81.86,3700,5
Maruti Wagon R VXI,Maruti,2016,Individual,First Owner,Petrol,Manual,7.13,3.8,20.51,998,67.04,25000,5
Toyota Fortuner 2016-2021 2.8 2WD AT,Toyota,2017,Dealer,First Owner,Diesel,Automatic,46.24,26.25,12.9,2755,174.5,64000,7
Maruti Swift Dzire VXI 1.2,Maruti,2019,Individual,First Owner,Petrol,Manual,10.31,6,21.21,1197,81.8,15000,5
Mahindra XUV300 W8 Option BSIV,Mahindra,2019,Individual,First Owner,Petrol,Manual,13.27,11.3,17,1197,110,30000,5
Ford Endeavour 3.2 Titanium AT 4X4,Ford,2017,Dealer,First Owner,Diesel,Automatic,42.73,28.75,10.91,3198,197,62876,7
Honda Amaze S i-Dtech,Honda,2015,Individual,First Owner,Diesel,Manual,11.37,3.5,25.8,1498,98.6,70000,5
Mahindra Thar CRDe,Mahindra,2017,Dealer,First Owner,Diesel,Manual,16.92,8.5,16.55,2498,105,55000,6
Maruti Alto 800 CNG LXI,Maruti,2016,Dealer,First Owner,CNG,Manual,4.93,2.6,33.44,796,40.3,42000,4
Ford Ecosport 1.5 DV5 MT Titanium Optional,Ford,2013,Dealer,First Owner,Diesel,Manual,13.79,4.75,22.7,1498,89.84,80000,5
Tata Nexon 1.2 Revotron XM,Tata,2019,Individual,First Owner,Petrol,Manual,13.57,7.5,17,1198,108.5,6000,5
Land Rover Discovery Sport 2015-2020 TD4 HSE,Land Rover,2019,Dealer,First Owner,Diesel,Automatic,71.39,40,12.63,2179,147.5,12000,5
Honda Jazz 1.2 S i VTEC,Honda,2017,Dealer,First Owner,Petrol,Manual,10.96,5.25,18.7,1199,88.7,30000,5
Hyundai i20 Magna 1.2,Hyundai,2014,Individual,First Owner,Petrol,Manual,13.27,5.35,18.6,1197,81.83,10000,5
Maruti Dzire VXI,Maruti,2016,Dealer,First Owner,Petrol,Manual,10.3,4.85,23.26,1197,88.5,62150,5
Mahindra XUV500 W8 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.28,7.45,15.1,2179,140,47300,7
Ford Aspire 1.5 TDCi Trend,Ford,2015,Dealer,First Owner,Diesel,Manual,10.01,4.75,25.83,1498,99,63000,5
Volvo S90 D4 Inscription BSIV,Volvo,2016,Dealer,First Owner,Diesel,Automatic,67.72,36.5,18,1969,190,20400,5
Hyundai i20 Asta 1.2,Hyundai,2013,Individual,First Owner,Petrol,Manual,12.89,4,18.5,1197,82.85,70000,5
Hyundai Grand i10 Nios Sportz,Hyundai,2020,Individual,First Owner,Petrol,Manual,9.16,6.5,20.7,1197,81.86,20000,5
Maruti Wagon R LXI Minor,Maruti,2008,Individual,First Owner,Petrol,Manual,7.07,1.5,18.9,1061,67,100000,5
Honda Amaze S i-VTEC,Honda,2018,Individual,First Owner,Petrol,Manual,9.89,5.5,17.8,1198,86.7,50000,5
Hyundai i20 Sportz 1.4 CRDi,Hyundai,2015,Dealer,First Owner,Diesel,Manual,13.09,5,22.54,1396,88.73,67000,5
Honda Amaze S CVT i-VTEC,Honda,2019,Dealer,First Owner,Petrol,Automatic,9.9,7.75,18.1,1199,88.7,21100,5
Hyundai Grand i10 Magna,Hyundai,2015,Individual,First Owner,Petrol,Manual,7.16,3.1,18.9,1197,82,50000,5
Hyundai Venue SX Dual Tone Turbo BSIV,Hyundai,2019,Trustmark Dealer,First Owner,Petrol,Manual,13.75,9.95,18.27,998,118.35,27594,5
Toyota Innova Crysta 2016-2020 2.8 GX AT BSIV,Toyota,2016,Dealer,First Owner,Diesel,Automatic,29.9,15.75,11.36,2755,171.5,37000,7
Honda WR-V i-VTEC VX,Honda,2019,Individual,First Owner,Petrol,Manual,11.16,9.06,17.5,1199,88.7,25000,5
Ford Ecosport 2015-2021 1.5 Diesel Trend BSIV,Ford,2017,Individual,First Owner,Diesel,Manual,13.74,7.85,23,1498,98.96,35000,5
Maruti XL6 Alpha AT,Maruti,2019,Dealer,First Owner,Petrol,Automatic,13.66,12,17.99,1462,103.2,12005,6
Mahindra Bolero 2011-2019 SLE,Mahindra,2013,Individual,First Owner,Diesel,Manual,10.93,4.7,15.96,2523,62.1,80000,7
Honda City 1.5 S MT,Honda,2011,Individual,First Owner,Petrol,Manual,16.17,4,17,1497,118,119000,5
Kia Seltos HTX IVT G,Kia,2020,Dealer,First Owner,Petrol,Automatic,20.26,14.9,16.8,1497,113.4,3500,5
Maruti Baleno Sigma 1.2,Maruti,2019,Dealer,First Owner,Petrol,Manual,10.42,5.35,21.4,1197,83.1,11000,5
Renault KWID RXL,Renault,2016,Individual,First Owner,Petrol,Manual,5.72,2.35,25.17,799,53.3,41000,5
Hyundai Creta 1.6 SX,Hyundai,2019,Dealer,First Owner,Petrol,Manual,20.59,12.5,15.8,1591,121.3,21000,5
Maruti Wagon R VXI,Maruti,2015,Individual,First Owner,Petrol,Manual,6.94,3,20.51,998,67.04,120000,5
BMW X1 xDrive 20d xLine,BMW,2019,Dealer,First Owner,Diesel,Automatic,47.73,30.11,20.68,1995,190,22450,5
Maruti Swift VXI,Maruti,2020,Individual,First Owner,Petrol,Manual,9.3,6.15,21.21,1197,81.8,10000,5
Renault KWID RXT,Renault,2016,Individual,First Owner,Petrol,Manual,6.09,2.5,25.17,799,53.3,50000,5
Mahindra XUV500 W8 2WD,Mahindra,2015,Dealer,First Owner,Diesel,Manual,23.44,9.25,16,2179,140,42000,7
Renault KWID 1.0 RXT Optional,Renault,2018,Individual,First Owner,Petrol,Manual,6.29,3.5,23.01,999,67,10000,5
Maruti Wagon R VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,7.12,3.6,20.51,998,67.04,70000,5
Honda City i DTEC VX Option,Honda,2015,Individual,First Owner,Diesel,Manual,16.49,7,25.1,1498,98.6,70000,5
Mahindra XUV500 W7 AT BSIV,Mahindra,2018,Individual,First Owner,Diesel,Automatic,23.36,13,15.1,2179,152.87,50000,7
Volkswagen Polo IPL II 1.6 Petrol Highline,Volkswagen,2011,Dealer,First Owner,Petrol,Manual,11.36,2.85,15.26,1598,103.5,64471,5
Maruti Wagon R LXI,Maruti,2004,Individual,First Owner,Petrol,Manual,7.13,0.62,18.9,998,67.1,50000,5
Honda Amaze E i-VTEC,Honda,2017,Dealer,First Owner,Petrol,Manual,9.9,5.27,17.8,1198,86.7,33869,5
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,Individual,First Owner,Diesel,Manual,10.69,3.96,15.96,2523,62.1,63497,7
Maruti Swift Dzire VXI,Maruti,2014,Individual,First Owner,Petrol,Manual,10.31,3.84,19.1,1197,85.8,70000,5
Datsun RediGO D,Datsun,2018,Individual,First Owner,Petrol,Manual,5.4,2.1,22.7,799,53.64,20000,5
Hyundai Verna 1.6 EX VTVT,Hyundai,2012,Dealer,First Owner,Petrol,Manual,16.52,4.25,17.01,1591,121.3,57000,5
Mahindra Bolero SLE,Mahindra,2011,Individual,First Owner,Diesel,Manual,10.69,4.25,13.6,2523,63,30000,7
Maruti Alto 800 LXI,Maruti,2016,Individual,First Owner,Petrol,Manual,4.64,2.2,24.7,796,47.3,50000,5
Tata Safari 2005-2017 DICOR 2.2 EX 4x2,Tata,2011,Individual,First Owner,Diesel,Manual,21.41,2.18,11.57,2179,138.1,190000,7
Mahindra Bolero 2011-2019 EX AC,Mahindra,2018,Individual,First Owner,Diesel,Manual,10.69,7.5,15.96,2523,62.1,60000,7
Maruti Ciaz AT ZXi,Maruti,2017,Dealer,First Owner,Petrol,Automatic,13.36,7.15,19.12,1373,91.1,60000,5
Maruti Alto 800 LXI,Maruti,2020,Individual,First Owner,Petrol,Manual,4.64,3.5,22.05,796,47.3,5000,5
Renault KWID RXT Optional,Renault,2019,Individual,First Owner,Petrol,Manual,6.29,3,25.17,799,53.3,25000,5
Mercedes-Benz E-Class E250 CDI Blue Efficiency,Mercedes-Benz,2012,Dealer,First Owner,Diesel,Automatic,87.88,14,14.21,2143,203,86500,5
Hyundai Verna 1.6 SX,Hyundai,2013,Individual,First Owner,Diesel,Manual,17.33,4.8,22.32,1582,126.32,76300,5
Renault KWID Climber 1.0 AMT,Renault,2019,Individual,First Owner,Petrol,Automatic,6.43,4,24.04,999,67,10000,5
Hyundai Grand i10 1.2 Kappa Magna BSIV,Hyundai,2019,Dealer,First Owner,Petrol,Manual,6.57,4.95,18.9,1197,81.86,36000,5
Mahindra KUV 100 mFALCON G80 K8 Dual Tone,Mahindra,2016,Individual,First Owner,Petrol,Manual,8.8,4.2,18.15,1198,82,26000,6
Ford Ecosport 2015-2021 1.5 Petrol Trend BSIV,Ford,2019,Individual,First Owner,Petrol,Manual,12.92,8,17,1497,121.36,4000,5
Mahindra Bolero DI Non AC BSIII,Mahindra,2011,Individual,First Owner,Diesel,Manual,10.69,3.4,13.6,2523,63,46000,7
Honda City 2017-2020 VTEC,Honda,2009,Dealer,First Owner,Petrol,Manual,16.17,3.4,16.9,1497,100,75000,5
Maruti Wagon R LXI,Maruti,2009,Dealer,First Owner,Petrol,Manual,7.01,1.35,21.79,998,67.05,113000,5
Hyundai Verna 1.6 CRDi AT SX,Hyundai,2018,Dealer,First Owner,Diesel,Automatic,18.29,12.25,19.08,1582,126.2,15000,5
Honda Amaze EX i-Vtech,Honda,2015,Dealer,First Owner,Petrol,Manual,9.9,4.39,18,1198,86.7,16942,5
Honda Jazz 1.2 S i VTEC,Honda,2016,Dealer,First Owner,Petrol,Manual,11.02,4.65,18.7,1199,88.7,29484,5
Maruti Swift Dzire VXI 1.2,Maruti,2017,Individual,First Owner,Petrol,Manual,10.4,6.5,21.21,1197,81.8,30000,5
Maruti Swift VVT VXI,Maruti,2017,Individual,First Owner,Petrol,Manual,8.9,5.25,22,1197,81.8,14838,5
Honda City i VTEC V,Honda,2018,Trustmark Dealer,First Owner,Petrol,Manual,16.8,8.85,17.8,1497,117.3,31318,5
Maruti Wagon R LXI,Maruti,2007,Dealer,First Owner,Petrol,Manual,6.79,1.2,21.79,998,67.05,63000,5
Tata Safari 2005-2017 Dicor EX 4X2 BS IV,Tata,2009,Individual,First Owner,Diesel,Manual,21.41,1.75,13.93,2179,138.1,80000,7
Maruti Swift Dzire LXI Option,Maruti,2015,Dealer,First Owner,Petrol,Manual,9.95,4,20.85,1197,83.14,66000,5
Honda City V MT AVN,Honda,2018,Dealer,First Owner,Petrol,Manual,16.8,8.75,16.8,1497,116.3,31543,5
Toyota Innova Crysta 2016-2020 2.4 G MT 8S BSIV,Toyota,2018,Individual,First Owner,Diesel,Manual,29.11,13.5,13.68,2393,147.8,80000,8
Honda City i DTEC VX,Honda,2015,Individual,First Owner,Diesel,Manual,16.94,7,25.1,1498,98.6,50000,5
Audi Q7 2006-2020 3.0 TDI quattro,Audi,2013,Dealer,First Owner,Diesel,Automatic,80.6,26.5,12.07,2967,241.4,28000,7
Maruti Celerio X ZXI Option BSIV,Maruti,2018,Individual,First Owner,Petrol,Manual,6.58,4.6,21.63,998,67,18000,5
Mahindra Scorpio 1.99 S6 Plus,Mahindra,2016,Individual,First Owner,Diesel,Manual,19.92,9.5,15.4,1997,120,50000,7
Mahindra Bolero 2011-2019 SLX,Mahindra,2012,Individual,First Owner,Diesel,Manual,10.69,4.6,15.96,2523,62.1,120000,7
